rk,player,nation,pos,squad,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g_plus_a,performance_g_minus_pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg_plus_xag,progression_prgc,progression_prgp,progression_prgr,gls_per90,astgls_per90,g_plus_agls_per90,g_minus_pkgls_per90,g_plus_a_minus_pkgls_per90,xggls_per90,xaggls_per90,xg_plus_xaggls_per90,npxggls_per90,npxg_plus_xaggls_per90,90s,att,pass_types_live,pass_types_dead,pass_types_fk,pass_types_tb,pass_types_sw,pass_types_crs,pass_types_ti,pass_types_ck,corner_kicks_in,corner_kicks_out,corner_kicks_str,outcomes_cmp,outcomes_off,outcomes_blocks,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerialduels_won,aerialduels_lost,aerialduels_won_pct,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take_ons_att,take_ons_succ,take_ons_succ_pct,take_ons_tkld,take_ons_tkld_pct,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1_per_3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,playingtime_mp,playingtime_min,playingtime_mn_per_mp,playingtime_min_pct,playingtime_90s,starts_starts,starts_mn_per_start,starts_compl,subs_subs,subs_mn_per_sub,subs_unsub,teamsuccess_ppm,teamsuccess_ong,teamsuccess_onga,teamsuccess_plus_minus,teamsuccess_plus_minus90,teamsuccess_on_minus_off,teamsuccessxg_onxg,teamsuccessxg_onxga,teamsuccessxg_xg_plus_minus,teamsuccessxg_xg_plus_minus90,teamsuccessxg_on_minus_off,unnamed:_0,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg_per_sot,expected_psxg_plus_minus,expected_per_90,launched_cmp,launched_att,launched_cmp_pct,passes_att_gk,passes_thr,passes_launch_pct,passes_avglen,goal_kicks_att,goal_kicks_launch_pct,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp_pct,sweeper_#opa,sweeper_#opa_per_90,sweeper_avgdist,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl_pct,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,int,tkl_plus_int,clr,err,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save_pct,performance_w,performance_d,performance_l,performance_cs,performance_cs_pct,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save_pct,total_cmp,total_att,total_cmp_pct,total_totdist,total_prgdist,short_cmp,short_att,short_cmp_pct,medium_cmp,medium_att,medium_cmp_pct,long_cmp,long_att,long_cmp_pct,expected_ast,expected_xa,expected_a_minus_xag,expected_kp,expected_1_per_3,expected_ppa,expected_crspa,expected_prgp,standard_gls,standard_sh,standard_sot,standard_sot_pct,standard_sh_per_90,standard_sot_per_90,standard_g_per_sh,standard_g_per_sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_npxg_per_sh,expected_g_minus_xg,expected_np:g_minus_xg,main_pos
,Cesare Casadei,,,Chelsea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,0.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN
435.0,Chadi Riad,ma MAR,DF,Crystal Palace,21.0,2003.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,82.0,82.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,4.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,5.0,41.0,49.0,1.0,0.0,90.0,0.0,0.0,,0.0,,58.0,318.0,232.0,2.0,0.0,0.0,1.0,0.0,69.0,0.0,1.0,90.0,90.0,2.6,1.0,1.0,90.0,1.0,0.0,,5.0,0.0,0.0,2.0,-2.0,-2.0,-2.05,1.3,1.4,0.0,-0.01,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,2.0,2.0,1.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,70.0,82.0,85.4,1411.0,568.0,24.0,28.0,85.7,38.0,41.0,92.7,8.0,13.0,61.5,0.0,0.0,0.0,0.0,8.0,1.0,0.0,7.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,DF
,Charlie Tasker,,,Brighton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,0.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN
504.0,Charlie Taylor,eng ENG,DF,Southampton,30.0,1993.0,8.0,3.0,356.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,3.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,4.0,223.0,192.0,30.0,7.0,0.0,0.0,9.0,21.0,2.0,1.0,1.0,0.0,196.0,1.0,3.0,0.0,2.0,3.0,0.0,9.0,5.0,5.0,0.0,0.0,0.0,10.0,6.0,2.0,75.0,2.0,0.51,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,279.0,35.0,121.0,120.0,39.0,2.0,279.0,2.0,2.0,100.0,0.0,0.0,116.0,500.0,187.0,3.0,3.0,0.0,1.0,1.0,172.0,7.0,8.0,356.0,45.0,10.4,4.0,3.0,90.0,3.0,5.0,17.0,6.0,0.13,3.0,12.0,-9.0,-2.28,-0.78,3.8,9.7,-5.9,-1.49,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,4.0,3.0,0.0,5.0,7.0,71.4,2.0,8.0,5.0,3.0,5.0,12.0,31.0,1.0,,,,,,,,,,,,,,,,196.0,223.0,87.9,3602.0,910.0,70.0,75.0,93.3,103.0,112.0,92.0,20.0,28.0,71.4,0.0,0.2,-0.1,1.0,9.0,3.0,1.0,9.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,DF
148.0,Cheick Doucouré,ml MLI,MF,Crystal Palace,24.0,2000.0,13.0,4.0,452.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,2.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,5.0,204.0,201.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,4.0,0.0,7.0,7.0,0.0,1.0,11.0,8.0,0.0,0.0,0.0,31.0,5.0,5.0,50.0,9.0,1.79,5.0,0.0,0.0,2.0,1.0,1.0,3.0,0.6,1.0,0.0,0.0,1.0,1.0,0.0,263.0,11.0,56.0,165.0,45.0,4.0,263.0,5.0,2.0,40.0,2.0,40.0,133.0,581.0,280.0,2.0,7.0,1.0,4.0,7.0,160.0,7.0,13.0,452.0,35.0,13.2,5.0,4.0,55.0,0.0,9.0,26.0,4.0,1.38,5.0,6.0,-1.0,-0.2,-0.23,6.8,7.7,-0.9,-0.17,-0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,8.0,6.0,8.0,2.0,5.0,11.0,45.5,6.0,4.0,0.0,4.0,11.0,27.0,10.0,1.0,,,,,,,,,,,,,,,,174.0,204.0,85.3,2909.0,823.0,84.0,94.0,89.4,70.0,78.0,89.7,16.0,20.0,80.0,0.0,0.1,0.0,1.0,17.0,3.0,0.0,19.0,0.0,7.0,0.0,0.0,1.39,0.0,0.0,,20.6,0.0,0.0,0.0,0.06,-0.4,-0.4,MF
393.0,Chidozie Obi-Martin,dk DEN,FW,Manchester Utd,16.0,2007.0,7.0,1.0,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.0,0.7,2.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,1.8,24.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,2.0,4.0,33.3,2.0,1.09,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,3.0,6.0,21.0,20.0,9.0,47.0,3.0,1.0,33.3,2.0,66.7,22.0,114.0,50.0,2.0,0.0,1.0,5.0,1.0,29.0,12.0,7.0,165.0,24.0,4.8,1.8,1.0,90.0,1.0,6.0,13.0,4.0,1.14,8.0,5.0,3.0,1.64,2.0,5.5,3.6,1.9,1.03,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,2.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,20.0,24.0,83.3,259.0,49.0,10.0,11.0,90.9,7.0,9.0,77.8,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,20.0,2.73,0.55,0.0,0.0,10.7,0.0,0.0,0.0,0.13,-0.7,-0.7,FW
395.0,Chiedozie Ogbene,ie IRL,FW,Ipswich Town,27.0,1997.0,5.0,3.0,238.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,7.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,2.6,43.0,43.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,5.0,0.0,2.0,7.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,6.0,1.0,6.0,14.3,3.0,1.13,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,3.0,11.0,19.0,40.0,6.0,70.0,7.0,1.0,14.3,3.0,42.9,41.0,330.0,139.0,7.0,2.0,2.0,4.0,2.0,43.0,15.0,5.0,238.0,48.0,7.0,2.6,3.0,63.0,0.0,2.0,25.0,2.0,0.6,4.0,3.0,1.0,0.38,1.71,1.7,2.3,-0.6,-0.24,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,1.0,2.0,4.0,2.0,4.0,50.0,2.0,1.0,0.0,1.0,1.0,8.0,3.0,0.0,,,,,,,,,,,,,,,,32.0,43.0,74.4,415.0,27.0,20.0,24.0,83.3,8.0,10.0,80.0,1.0,1.0,100.0,0.0,0.0,-0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,FW
98.0,Chiquinho,pt POR,MF,Wolves,24.0,2000.0,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.42,0.1,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,25.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,,0.0,,1.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,7.0,0.2,0.1,0.0,,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.1,1.89,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,3.0,3.0,100.0,71.0,22.0,1.0,1.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,MF
437.0,Chris Richards,us USA,DF,Crystal Palace,24.0,2000.0,24.0,22.0,1922.0,21.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.4,1.4,0.1,1.5,6.0,39.0,2.0,0.05,0.0,0.05,0.05,0.05,0.06,0.0,0.07,0.06,0.07,21.4,857.0,818.0,37.0,18.0,2.0,5.0,5.0,17.0,0.0,0.0,0.0,0.0,684.0,2.0,13.0,1.0,11.0,5.0,1.0,5.0,19.0,30.0,1.0,0.0,0.0,51.0,48.0,41.0,53.9,9.0,0.42,5.0,0.0,0.0,2.0,1.0,1.0,2.0,0.09,0.0,0.0,0.0,2.0,0.0,0.0,1118.0,134.0,611.0,439.0,74.0,19.0,1118.0,6.0,1.0,16.7,5.0,83.3,517.0,2316.0,964.0,6.0,5.0,0.0,5.0,5.0,614.0,2.0,24.0,1922.0,80.0,56.2,21.4,22.0,87.0,18.0,2.0,6.0,5.0,1.54,30.0,31.0,-1.0,-0.05,-0.11,37.9,29.1,8.8,0.41,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,30.0,24.0,17.0,6.0,24.0,41.0,58.5,17.0,40.0,14.0,26.0,19.0,66.0,121.0,0.0,,,,,,,,,,,,,,,,684.0,857.0,79.8,12185.0,4230.0,276.0,312.0,88.5,340.0,384.0,88.5,56.0,123.0,45.5,0.0,0.6,-0.1,2.0,23.0,1.0,1.0,39.0,1.0,12.0,6.0,50.0,0.56,0.28,0.08,0.17,10.8,0.0,0.0,0.0,0.12,-0.4,-0.4,DF
564.0,Chris Wood,nz NZL,FW,Nott'ham Forest,32.0,1991.0,36.0,35.0,2959.0,32.9,20.0,3.0,23.0,17.0,3.0,3.0,1.0,0.0,13.4,11.0,2.6,13.6,14.0,42.0,94.0,0.61,0.09,0.7,0.52,0.61,0.41,0.08,0.49,0.34,0.42,32.9,490.0,485.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,315.0,5.0,7.0,0.0,25.0,24.0,28.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,94.0,143.0,39.7,44.0,1.34,36.0,0.0,2.0,4.0,0.0,2.0,5.0,0.15,4.0,0.0,0.0,0.0,0.0,1.0,770.0,40.0,89.0,361.0,322.0,105.0,767.0,13.0,4.0,30.8,8.0,61.5,376.0,1279.0,506.0,14.0,11.0,5.0,75.0,28.0,563.0,94.0,36.0,2959.0,82.0,86.5,32.9,35.0,84.0,14.0,1.0,28.0,0.0,1.72,52.0,37.0,15.0,0.46,1.04,39.0,39.5,-0.5,-0.01,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.0,2.0,2.0,2.0,3.0,11.0,27.3,8.0,12.0,7.0,5.0,5.0,11.0,29.0,1.0,,,,,,,,,,,,,,,,315.0,490.0,64.3,4434.0,1018.0,186.0,272.0,68.4,88.0,134.0,65.7,19.0,26.0,73.1,3.0,1.5,0.4,22.0,19.0,12.0,1.0,42.0,20.0,65.0,32.0,49.2,1.98,0.97,0.26,0.53,13.5,0.0,3.0,3.0,0.17,6.6,6.0,FW
168.0,Christian Eriksen,dk DEN,MF,Manchester Utd,32.0,1992.0,23.0,11.0,1061.0,11.8,1.0,2.0,3.0,0.0,1.0,1.0,4.0,0.0,1.4,0.6,3.2,3.8,13.0,55.0,29.0,0.08,0.17,0.25,0.0,0.17,0.12,0.27,0.39,0.05,0.32,11.8,749.0,645.0,102.0,31.0,8.0,8.0,85.0,5.0,62.0,24.0,20.0,5.0,590.0,2.0,6.0,0.0,8.0,3.0,0.0,85.0,7.0,9.0,0.0,0.0,0.0,62.0,2.0,6.0,25.0,56.0,4.74,38.0,15.0,0.0,3.0,0.0,0.0,7.0,0.59,5.0,2.0,0.0,0.0,0.0,0.0,850.0,26.0,173.0,397.0,284.0,17.0,849.0,4.0,0.0,0.0,4.0,100.0,473.0,1784.0,851.0,13.0,14.0,1.0,13.0,5.0,566.0,29.0,23.0,1061.0,46.0,31.0,11.8,11.0,80.0,5.0,12.0,15.0,12.0,1.13,17.0,16.0,1.0,0.08,0.5,18.3,18.2,0.1,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,9.0,4.0,12.0,3.0,11.0,27.0,40.7,16.0,15.0,5.0,10.0,7.0,26.0,8.0,0.0,,,,,,,,,,,,,,,,590.0,749.0,78.8,9936.0,3131.0,312.0,339.0,92.0,194.0,242.0,80.2,62.0,130.0,47.7,2.0,2.6,-1.2,31.0,54.0,13.0,6.0,55.0,1.0,14.0,1.0,7.1,1.19,0.08,0.0,0.0,25.8,3.0,1.0,1.0,0.04,-0.4,-0.6,MF
389.0,Christian Nørgaard,dk DEN,MF,Brentford,30.0,1994.0,34.0,34.0,2819.0,31.3,5.0,4.0,9.0,5.0,0.0,0.0,8.0,1.0,4.3,4.3,1.3,5.6,14.0,154.0,42.0,0.16,0.13,0.29,0.16,0.29,0.14,0.04,0.18,0.14,0.18,31.3,1427.0,1391.0,30.0,19.0,4.0,5.0,17.0,10.0,0.0,0.0,0.0,0.0,1164.0,6.0,25.0,0.0,44.0,28.0,1.0,17.0,49.0,49.0,0.0,0.0,0.0,193.0,49.0,30.0,62.0,58.0,1.85,48.0,0.0,0.0,7.0,2.0,1.0,13.0,0.42,11.0,0.0,0.0,1.0,1.0,0.0,1802.0,176.0,613.0,855.0,350.0,57.0,1802.0,14.0,7.0,50.0,5.0,35.7,826.0,3115.0,1391.0,14.0,16.0,4.0,34.0,20.0,1075.0,42.0,34.0,2819.0,83.0,82.4,31.3,34.0,83.0,22.0,0.0,,0.0,1.59,55.0,45.0,10.0,0.32,0.47,50.3,43.7,6.6,0.21,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,49.0,37.0,35.0,7.0,48.0,81.0,59.3,33.0,52.0,20.0,32.0,49.0,128.0,70.0,1.0,,,,,,,,,,,,,,,,1164.0,1427.0,81.6,19339.0,6409.0,584.0,668.0,87.4,483.0,568.0,85.0,79.0,133.0,59.4,4.0,1.4,2.7,18.0,137.0,27.0,4.0,154.0,5.0,39.0,15.0,38.5,1.25,0.48,0.13,0.33,14.3,0.0,0.0,0.0,0.11,0.7,0.7,MF
542.0,Christian Walton,eng ENG,GK,Ipswich Town,28.0,1995.0,7.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,255.0,185.0,70.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,100.0,2.0,0.29,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,248.0,271.0,1.0,0.0,0.0,272.0,0.0,0.0,,0.0,,143.0,699.0,384.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,7.0,630.0,90.0,18.4,7.0,7.0,90.0,7.0,0.0,,27.0,0.57,6.0,19.0,-13.0,-1.86,-0.79,5.6,13.8,-8.2,-1.17,-0.2,43.0,19.0,2.0,0.0,0.0,0.0,17.1,0.4,-1.9,-0.28,42.0,116.0,36.2,204.0,35.0,42.6,34.3,51.0,56.9,44.5,111.0,12.0,10.8,2.0,0.29,8.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,19.0,2.71,39.0,20.0,56.4,1.0,1.0,5.0,1.0,14.3,2.0,2.0,0.0,0.0,0.0,177.0,255.0,69.4,4784.0,3409.0,49.0,49.0,100.0,80.0,82.0,97.6,48.0,124.0,38.7,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,GK
384.0,Christopher Nkunku,fr FRA,FW,Chelsea,26.0,1997.0,27.0,9.0,921.0,10.2,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,4.8,4.8,2.1,6.9,17.0,25.0,68.0,0.29,0.2,0.49,0.29,0.49,0.47,0.21,0.68,0.47,0.67,10.2,334.0,327.0,7.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,299.0,0.0,3.0,0.0,16.0,11.0,3.0,4.0,7.0,8.0,0.0,0.0,0.0,29.0,16.0,22.0,42.1,34.0,3.32,21.0,0.0,5.0,5.0,1.0,2.0,4.0,0.39,1.0,0.0,1.0,1.0,1.0,0.0,448.0,10.0,52.0,183.0,217.0,52.0,448.0,27.0,10.0,37.0,14.0,51.9,280.0,1368.0,628.0,17.0,16.0,13.0,18.0,17.0,356.0,68.0,27.0,921.0,34.0,26.9,10.2,9.0,74.0,2.0,18.0,14.0,6.0,1.67,16.0,16.0,0.0,0.0,-0.76,21.2,16.0,5.3,0.51,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,8.0,3.0,4.0,5.0,6.0,8.0,75.0,2.0,9.0,2.0,7.0,7.0,19.0,10.0,0.0,,,,,,,,,,,,,,,,299.0,334.0,89.5,3928.0,760.0,185.0,202.0,91.6,95.0,103.0,92.2,6.0,6.0,100.0,2.0,1.0,-0.1,14.0,26.0,7.0,0.0,25.0,3.0,25.0,11.0,44.0,2.44,1.07,0.12,0.27,12.6,0.0,0.0,0.0,0.19,-1.8,-1.8,FW
,Cieran Slicker,,,Ipswich Town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,0.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN
155.0,Claudio Echeverri,ar ARG,FW,Manchester City,18.0,2006.0,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,,0.0,,3.0,28.0,12.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,6.0,6.0,0.2,0.1,0.0,,0.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,-0.74,0.0,0.4,-0.4,-5.43,-5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,3.0,3.0,100.0,26.0,18.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,FW
,Coby Ebere,,,Everton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN
193.0,Cody Gakpo,nl NED,FW,Liverpool,25.0,1999.0,35.0,23.0,1935.0,21.5,10.0,4.0,14.0,10.0,0.0,0.0,5.0,0.0,7.1,7.1,4.4,11.5,59.0,52.0,278.0,0.47,0.19,0.65,0.47,0.65,0.33,0.2,0.53,0.33,0.53,21.5,634.0,616.0,16.0,4.0,3.0,4.0,74.0,11.0,1.0,0.0,0.0,0.0,480.0,2.0,10.0,0.0,20.0,31.0,5.0,74.0,12.0,16.0,1.0,0.0,0.0,77.0,17.0,26.0,39.5,80.0,3.72,57.0,0.0,9.0,7.0,5.0,2.0,8.0,0.37,3.0,0.0,3.0,1.0,1.0,0.0,888.0,28.0,91.0,258.0,557.0,110.0,888.0,61.0,31.0,50.8,21.0,34.4,605.0,4320.0,2208.0,59.0,34.0,28.0,45.0,24.0,677.0,278.0,35.0,1935.0,55.0,56.6,21.5,23.0,73.0,6.0,12.0,21.0,0.0,2.2,45.0,25.0,20.0,0.93,-0.58,45.3,21.6,23.8,1.11,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,16.0,6.0,13.0,9.0,13.0,25.0,52.0,12.0,23.0,3.0,20.0,12.0,40.0,19.0,1.0,,,,,,,,,,,,,,,,480.0,634.0,75.7,6870.0,1656.0,298.0,343.0,86.9,149.0,225.0,66.2,19.0,36.0,52.8,4.0,3.8,-0.4,38.0,24.0,27.0,8.0,52.0,10.0,57.0,22.0,38.6,2.65,1.02,0.18,0.45,15.1,0.0,0.0,0.0,0.12,2.9,2.9,FW
