rk,player,nation,pos,squad,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g_plus_a,performance_g_minus_pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg_plus_xag,progression_prgc,progression_prgp,progression_prgr,gls_per90,astgls_per90,g_plus_agls_per90,g_minus_pkgls_per90,g_plus_a_minus_pkgls_per90,xggls_per90,xaggls_per90,xg_plus_xaggls_per90,npxggls_per90,npxg_plus_xaggls_per90,90s,att,pass_types_live,pass_types_dead,pass_types_fk,pass_types_tb,pass_types_sw,pass_types_crs,pass_types_ti,pass_types_ck,corner_kicks_in,corner_kicks_out,corner_kicks_str,outcomes_cmp,outcomes_off,outcomes_blocks,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerialduels_won,aerialduels_lost,aerialduels_won_pct,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take_ons_att,take_ons_succ,take_ons_succ_pct,take_ons_tkld,take_ons_tkld_pct,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1_per_3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,playingtime_mp,playingtime_min,playingtime_mn_per_mp,playingtime_min_pct,playingtime_90s,starts_starts,starts_mn_per_start,starts_compl,subs_subs,subs_mn_per_sub,subs_unsub,teamsuccess_ppm,teamsuccess_ong,teamsuccess_onga,teamsuccess_plus_minus,teamsuccess_plus_minus90,teamsuccess_on_minus_off,teamsuccessxg_onxg,teamsuccessxg_onxga,teamsuccessxg_xg_plus_minus,teamsuccessxg_xg_plus_minus90,teamsuccessxg_on_minus_off,unnamed:_0,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg_per_sot,expected_psxg_plus_minus,expected_per_90,launched_cmp,launched_att,launched_cmp_pct,passes_att_gk,passes_thr,passes_launch_pct,passes_avglen,goal_kicks_att,goal_kicks_launch_pct,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp_pct,sweeper_#opa,sweeper_#opa_per_90,sweeper_avgdist,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl_pct,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,int,tkl_plus_int,clr,err,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save_pct,performance_w,performance_d,performance_l,performance_cs,performance_cs_pct,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save_pct,total_cmp,total_att,total_cmp_pct,total_totdist,total_prgdist,short_cmp,short_att,short_cmp_pct,medium_cmp,medium_att,medium_cmp_pct,long_cmp,long_att,long_cmp_pct,expected_ast,expected_xa,expected_a_minus_xag,expected_kp,expected_1_per_3,expected_ppa,expected_crspa,expected_prgp,standard_gls,standard_sh,standard_sot,standard_sot_pct,standard_sh_per_90,standard_sot_per_90,standard_g_per_sh,standard_g_per_sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_npxg_per_sh,expected_g_minus_xg,expected_np:g_minus_xg,main_pos
461.0,Kevin Schade,de GER,FW,Brentford,22.0,2001.0,38.0,26.0,2293.0,25.5,11.0,2.0,13.0,11.0,0.0,0.0,3.0,0.0,8.2,8.2,3.7,11.9,61.0,38.0,165.0,0.43,0.08,0.51,0.43,0.51,0.32,0.14,0.47,0.32,0.47,25.5,541.0,483.0,57.0,0.0,1.0,4.0,38.0,54.0,0.0,0.0,0.0,0.0,323.0,1.0,20.0,0.0,21.0,38.0,13.0,38.0,5.0,25.0,1.0,0.0,0.0,83.0,90.0,80.0,52.9,57.0,2.24,35.0,6.0,6.0,4.0,5.0,1.0,9.0,0.35,5.0,0.0,1.0,3.0,0.0,0.0,883.0,43.0,154.0,238.0,507.0,146.0,883.0,89.0,30.0,33.7,52.0,58.4,434.0,3086.0,1357.0,61.0,28.0,38.0,60.0,36.0,543.0,165.0,38.0,2293.0,60.0,67.0,25.5,26.0,79.0,6.0,12.0,21.0,0.0,1.47,45.0,34.0,11.0,0.43,0.59,41.8,30.3,11.5,0.45,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,25.0,17.0,10.0,12.0,13.0,23.0,56.5,10.0,19.0,4.0,15.0,5.0,44.0,34.0,0.0,,,,,,,,,,,,,,,,323.0,541.0,59.7,4930.0,1389.0,185.0,265.0,69.8,111.0,180.0,61.7,18.0,43.0,41.9,2.0,1.8,-1.7,23.0,32.0,11.0,3.0,38.0,11.0,55.0,27.0,49.1,2.16,1.06,0.2,0.41,11.5,0.0,0.0,0.0,0.15,2.8,2.8,FW
511.0,Kieran Tierney,sct SCO,"DF,FW",Arsenal,27.0,1997.0,13.0,2.0,259.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,1.4,1.7,8.0,15.0,29.0,0.35,0.0,0.35,0.35,0.35,0.12,0.48,0.6,0.12,0.6,2.9,173.0,155.0,18.0,4.0,1.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,145.0,0.0,2.0,0.0,1.0,2.0,2.0,14.0,3.0,5.0,0.0,0.0,0.0,6.0,5.0,5.0,50.0,10.0,3.47,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,8.0,36.0,72.0,91.0,6.0,199.0,4.0,2.0,50.0,1.0,25.0,108.0,447.0,253.0,8.0,6.0,1.0,3.0,0.0,143.0,29.0,13.0,259.0,20.0,7.6,2.9,2.0,62.0,0.0,11.0,12.0,13.0,2.08,3.0,1.0,2.0,0.69,-0.24,4.8,2.6,2.1,0.75,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,4.0,1.0,2.0,4.0,6.0,66.7,2.0,0.0,0.0,0.0,3.0,10.0,9.0,0.0,,,,,,,,,,,,,,,,145.0,173.0,83.8,2325.0,699.0,69.0,73.0,94.5,65.0,78.0,83.3,8.0,15.0,53.3,0.0,0.7,-1.4,8.0,13.0,5.0,2.0,15.0,1.0,2.0,1.0,50.0,0.69,0.35,0.5,1.0,4.1,0.0,0.0,0.0,0.18,0.6,0.6,DF
523.0,Kieran Trippier,eng ENG,DF,Newcastle Utd,33.0,1990.0,25.0,14.0,1309.0,14.5,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.4,1.5,26.0,117.0,58.0,0.0,0.21,0.21,0.0,0.21,0.01,0.1,0.1,0.01,0.1,14.5,1256.0,1007.0,246.0,50.0,3.0,3.0,82.0,133.0,62.0,26.0,8.0,15.0,1036.0,3.0,16.0,0.0,16.0,11.0,2.0,82.0,12.0,21.0,0.0,0.0,0.0,68.0,22.0,15.0,59.5,54.0,3.71,32.0,20.0,0.0,2.0,0.0,0.0,6.0,0.41,4.0,2.0,0.0,0.0,0.0,0.0,1388.0,50.0,375.0,616.0,406.0,13.0,1388.0,8.0,4.0,50.0,4.0,50.0,609.0,2258.0,1224.0,26.0,14.0,4.0,11.0,8.0,847.0,58.0,25.0,1309.0,52.0,38.3,14.5,14.0,77.0,2.0,11.0,21.0,6.0,1.6,29.0,18.0,11.0,0.76,0.33,26.8,17.2,9.6,0.66,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,21.0,18.0,14.0,6.0,22.0,36.0,61.1,14.0,11.0,3.0,8.0,12.0,50.0,49.0,0.0,,,,,,,,,,,,,,,,1036.0,1256.0,82.5,17676.0,6130.0,500.0,529.0,94.5,432.0,504.0,85.7,83.0,172.0,48.3,3.0,1.5,1.6,22.0,70.0,22.0,2.0,117.0,0.0,4.0,0.0,0.0,0.28,0.0,0.0,,23.6,2.0,0.0,0.0,0.03,-0.1,-0.1,DF
131.0,Kiernan Dewsbury-Hall,eng ENG,"MF,FW",Chelsea,25.0,1998.0,13.0,2.0,264.0,2.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.1,1.3,5.0,14.0,11.0,0.0,0.34,0.34,0.0,0.34,0.08,0.36,0.44,0.08,0.44,2.9,152.0,147.0,4.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,127.0,1.0,2.0,0.0,4.0,6.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,5.0,1.7,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,184.0,5.0,30.0,96.0,58.0,6.0,184.0,4.0,2.0,50.0,2.0,50.0,95.0,483.0,221.0,5.0,1.0,0.0,1.0,3.0,138.0,11.0,13.0,264.0,20.0,7.7,2.9,2.0,67.0,0.0,11.0,12.0,13.0,2.15,6.0,3.0,3.0,1.02,0.51,5.4,3.8,1.6,0.56,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,5.0,1.0,1.0,6.0,4.0,6.0,66.7,2.0,2.0,0.0,2.0,2.0,10.0,9.0,1.0,,,,,,,,,,,,,,,,127.0,152.0,83.6,1898.0,319.0,75.0,82.0,91.5,47.0,56.0,83.9,5.0,10.0,50.0,1.0,0.2,-0.1,3.0,12.0,3.0,0.0,14.0,0.0,1.0,0.0,0.0,0.34,0.0,0.0,,7.8,0.0,0.0,0.0,0.22,-0.2,-0.2,MF
,Killian Cahill,,,Brighton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN
263.0,Kim Jisoo,kr KOR,DF,Brentford,19.0,2004.0,3.0,0.0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,28.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,15.0,12.0,3.0,0.0,30.0,0.0,0.0,,0.0,,15.0,57.0,22.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,3.0,30.0,10.0,0.9,0.3,0.0,,0.0,3.0,10.0,12.0,0.33,0.0,0.0,0.0,0.0,-0.24,0.0,0.3,-0.3,-0.76,-0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,25.0,28.0,89.3,552.0,202.0,8.0,9.0,88.9,11.0,12.0,91.7,6.0,7.0,85.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,DF
325.0,Kobbie Mainoo,eng ENG,MF,Manchester Utd,19.0,2005.0,25.0,19.0,1651.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,1.6,2.3,22.0,65.0,47.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.12,0.04,0.12,18.3,836.0,808.0,23.0,13.0,2.0,4.0,7.0,6.0,0.0,0.0,0.0,0.0,723.0,5.0,17.0,0.0,27.0,21.0,3.0,7.0,19.0,29.0,0.0,0.0,0.0,88.0,19.0,31.0,38.0,34.0,1.85,29.0,0.0,4.0,0.0,1.0,0.0,3.0,0.16,3.0,0.0,0.0,0.0,0.0,0.0,1061.0,25.0,197.0,587.0,287.0,36.0,1061.0,50.0,23.0,46.0,25.0,50.0,652.0,2850.0,1222.0,22.0,17.0,10.0,36.0,36.0,760.0,47.0,25.0,1651.0,66.0,48.3,18.3,19.0,76.0,8.0,6.0,35.0,1.0,1.0,19.0,27.0,-8.0,-0.44,-0.33,27.7,25.4,2.3,0.12,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,29.0,18.0,14.0,14.0,24.0,40.0,60.0,16.0,16.0,2.0,14.0,19.0,65.0,14.0,1.0,,,,,,,,,,,,,,,,723.0,836.0,86.5,9649.0,2346.0,452.0,490.0,92.2,192.0,219.0,87.7,31.0,45.0,68.9,0.0,1.8,-1.6,14.0,50.0,12.0,1.0,65.0,0.0,15.0,2.0,13.3,0.82,0.11,0.0,0.0,20.5,0.0,0.0,0.0,0.05,-0.7,-0.7,MF
339.0,Konstantinos Mavropanos,gr GRE,DF,West Ham,26.0,1997.0,33.0,21.0,2045.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.5,1.5,0.5,2.0,17.0,61.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,22.7,1265.0,1203.0,58.0,39.0,1.0,24.0,2.0,15.0,0.0,0.0,0.0,0.0,1092.0,4.0,10.0,1.0,17.0,16.0,3.0,2.0,40.0,24.0,0.0,0.0,0.0,77.0,57.0,25.0,69.5,16.0,0.7,12.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1532.0,244.0,806.0,671.0,63.0,24.0,1532.0,17.0,9.0,52.9,5.0,29.4,864.0,4287.0,2292.0,17.0,10.0,1.0,12.0,0.0,1008.0,2.0,33.0,2045.0,62.0,59.8,22.7,21.0,85.0,17.0,12.0,22.0,3.0,1.15,22.0,38.0,-16.0,-0.7,-0.7,25.9,36.7,-10.9,-0.48,-0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,24.0,24.0,10.0,1.0,16.0,27.0,59.3,11.0,25.0,18.0,7.0,40.0,75.0,126.0,1.0,,,,,,,,,,,,,,,,1092.0,1265.0,86.3,21548.0,7277.0,341.0,373.0,91.4,643.0,693.0,92.8,102.0,176.0,58.0,0.0,0.4,-0.5,5.0,64.0,4.0,1.0,61.0,0.0,18.0,5.0,27.8,0.79,0.22,0.0,0.0,14.8,0.0,0.0,0.0,0.09,-1.5,-1.5,DF
378.0,Kosta Nedeljković,rs SRB,DF,Aston Villa,18.0,2005.0,5.0,0.0,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,53.0,41.0,12.0,1.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,4.0,15.0,32.0,19.0,0.0,66.0,2.0,1.0,50.0,1.0,50.0,27.0,101.0,33.0,1.0,0.0,0.0,1.0,0.0,32.0,0.0,5.0,126.0,25.0,3.7,1.4,0.0,,0.0,5.0,25.0,11.0,1.2,0.0,4.0,-4.0,-2.86,-3.16,1.9,2.1,-0.2,-0.13,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,1.0,3.0,3.0,2.0,3.0,66.7,1.0,1.0,0.0,1.0,0.0,7.0,3.0,0.0,,,,,,,,,,,,,,,,47.0,53.0,88.7,853.0,185.0,22.0,23.0,95.7,21.0,25.0,84.0,4.0,5.0,80.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,DF
525.0,Kostas Tsimikas,gr GRE,DF,Liverpool,28.0,1996.0,18.0,9.0,837.0,9.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,2.1,2.5,17.0,76.0,43.0,0.0,0.11,0.11,0.0,0.11,0.04,0.23,0.27,0.04,0.27,9.3,654.0,536.0,116.0,12.0,1.0,1.0,64.0,63.0,41.0,32.0,6.0,0.0,550.0,2.0,9.0,0.0,9.0,6.0,1.0,64.0,11.0,20.0,0.0,0.0,0.0,31.0,5.0,8.0,38.5,31.0,3.33,21.0,9.0,0.0,0.0,1.0,0.0,2.0,0.21,1.0,1.0,0.0,0.0,0.0,0.0,741.0,33.0,190.0,327.0,229.0,13.0,741.0,12.0,5.0,41.7,5.0,41.7,368.0,1567.0,790.0,17.0,8.0,2.0,6.0,4.0,472.0,43.0,18.0,837.0,47.0,24.5,9.3,9.0,76.0,4.0,9.0,17.0,16.0,2.17,13.0,8.0,5.0,0.54,-0.86,18.8,8.8,10.0,1.07,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,20.0,15.0,11.0,5.0,14.0,23.0,60.9,9.0,5.0,2.0,3.0,11.0,42.0,20.0,0.0,,,,,,,,,,,,,,,,550.0,654.0,84.1,9357.0,3100.0,267.0,282.0,94.7,222.0,253.0,87.7,49.0,96.0,51.0,1.0,2.3,-1.1,16.0,42.0,12.0,4.0,76.0,0.0,4.0,2.0,50.0,0.43,0.22,0.0,0.0,16.1,0.0,0.0,0.0,0.1,-0.4,-0.4,DF
10.0,Kristoffer Ajer,no NOR,DF,Brentford,26.0,1998.0,24.0,17.0,1438.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.2,2.2,27.0,56.0,44.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14,16.0,644.0,570.0,73.0,2.0,0.0,3.0,14.0,71.0,0.0,0.0,0.0,0.0,504.0,1.0,18.0,0.0,13.0,6.0,2.0,14.0,12.0,18.0,0.0,0.0,0.0,42.0,27.0,23.0,54.0,18.0,1.13,15.0,0.0,1.0,2.0,0.0,0.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,795.0,53.0,265.0,368.0,168.0,38.0,795.0,16.0,7.0,43.8,8.0,50.0,387.0,2098.0,1180.0,27.0,11.0,2.0,15.0,12.0,491.0,44.0,24.0,1438.0,60.0,42.0,16.0,17.0,79.0,5.0,7.0,14.0,2.0,1.33,20.0,25.0,-5.0,-0.31,-0.95,20.8,21.5,-0.7,-0.04,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,18.0,14.0,11.0,1.0,14.0,27.0,51.9,13.0,17.0,4.0,13.0,12.0,38.0,50.0,0.0,,,,,,,,,,,,,,,,504.0,644.0,78.3,7868.0,2831.0,260.0,299.0,87.0,199.0,248.0,80.2,27.0,54.0,50.0,0.0,0.5,-1.2,8.0,44.0,7.0,4.0,56.0,0.0,9.0,3.0,33.3,0.56,0.19,0.0,0.0,9.5,0.0,0.0,0.0,0.11,-1.0,-1.0,DF
540.0,Kyle Walker,eng ENG,DF,Manchester City,34.0,1990.0,15.0,9.0,970.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.4,0.6,12.0,64.0,11.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,10.8,826.0,727.0,99.0,18.0,2.0,7.0,14.0,81.0,0.0,0.0,0.0,0.0,724.0,0.0,8.0,0.0,6.0,5.0,1.0,14.0,3.0,10.0,0.0,0.0,0.0,46.0,9.0,7.0,56.3,17.0,1.58,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892.0,26.0,197.0,473.0,228.0,5.0,892.0,6.0,3.0,50.0,2.0,33.3,499.0,2284.0,1106.0,12.0,13.0,0.0,9.0,2.0,630.0,11.0,15.0,970.0,65.0,28.4,10.8,9.0,89.0,8.0,6.0,29.0,2.0,1.4,13.0,21.0,-8.0,-0.74,-2.06,15.4,19.3,-3.9,-0.36,-1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,10.0,7.0,7.0,3.0,14.0,26.0,53.8,12.0,13.0,4.0,9.0,3.0,20.0,13.0,1.0,,,,,,,,,,,,,,,,724.0,826.0,87.7,11928.0,3918.0,367.0,388.0,94.6,305.0,334.0,91.3,42.0,82.0,51.2,0.0,1.3,-0.4,7.0,63.0,7.0,4.0,64.0,0.0,5.0,2.0,40.0,0.46,0.19,0.0,0.0,27.7,0.0,0.0,0.0,0.03,-0.1,-0.1,DF
541.0,Kyle Walker-Peters,eng ENG,DF,Southampton,27.0,1997.0,33.0,33.0,2918.0,32.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,2.8,3.6,114.0,139.0,144.0,0.0,0.06,0.06,0.0,0.06,0.03,0.09,0.11,0.03,0.11,32.4,1693.0,1500.0,190.0,36.0,5.0,2.0,51.0,144.0,3.0,0.0,0.0,0.0,1493.0,3.0,33.0,0.0,28.0,52.0,2.0,51.0,19.0,29.0,0.0,0.0,0.0,135.0,11.0,21.0,34.4,63.0,1.94,40.0,3.0,10.0,5.0,3.0,2.0,7.0,0.22,5.0,0.0,1.0,1.0,0.0,0.0,2022.0,151.0,615.0,884.0,540.0,59.0,2022.0,92.0,38.0,41.3,39.0,42.4,1271.0,7917.0,4373.0,114.0,72.0,24.0,32.0,39.0,1433.0,144.0,33.0,2918.0,88.0,85.3,32.4,33.0,88.0,29.0,0.0,,2.0,0.3,23.0,77.0,-54.0,-1.67,-0.59,26.6,74.2,-47.7,-1.47,-0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,29.0,22.0,15.0,7.0,16.0,35.0,45.7,19.0,27.0,15.0,12.0,19.0,63.0,90.0,1.0,,,,,,,,,,,,,,,,1493.0,1693.0,88.2,22418.0,6584.0,832.0,886.0,93.9,573.0,637.0,90.0,56.0,93.0,60.2,2.0,2.3,-0.8,24.0,119.0,30.0,4.0,139.0,0.0,20.0,6.0,30.0,0.62,0.19,0.0,0.0,18.3,0.0,0.0,0.0,0.04,-0.8,-0.8,DF
62.0,Lamare Bogarde,nl NED,"DF,MF",Aston Villa,20.0,2004.0,8.0,5.0,476.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.2,12.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,5.3,272.0,239.0,31.0,14.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,240.0,2.0,1.0,0.0,8.0,11.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,13.0,6.0,6.0,50.0,10.0,1.89,8.0,1.0,0.0,0.0,0.0,1.0,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0,325.0,16.0,95.0,191.0,40.0,4.0,325.0,4.0,2.0,50.0,1.0,25.0,173.0,1031.0,599.0,12.0,6.0,1.0,6.0,8.0,212.0,9.0,8.0,476.0,60.0,13.9,5.3,5.0,77.0,2.0,3.0,30.0,14.0,1.5,10.0,11.0,-1.0,-0.19,-0.43,7.5,9.3,-1.8,-0.34,-0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,6.0,6.0,6.0,2.0,10.0,16.0,62.5,6.0,5.0,3.0,2.0,1.0,15.0,13.0,0.0,,,,,,,,,,,,,,,,240.0,272.0,88.2,3682.0,1154.0,129.0,139.0,92.8,107.0,116.0,92.2,3.0,9.0,33.3,0.0,0.1,-0.1,2.0,24.0,1.0,0.0,14.0,0.0,1.0,1.0,100.0,0.19,0.19,0.0,0.0,20.2,0.0,0.0,0.0,0.04,0.0,0.0,DF
524.0,Leandro Trossard,be BEL,FW,Arsenal,29.0,1994.0,38.0,28.0,2546.0,28.3,8.0,7.0,15.0,8.0,0.0,0.0,4.0,1.0,7.2,7.2,6.1,13.3,80.0,101.0,226.0,0.28,0.25,0.53,0.28,0.53,0.25,0.22,0.47,0.25,0.47,28.3,954.0,917.0,29.0,5.0,7.0,5.0,86.0,7.0,10.0,9.0,0.0,0.0,711.0,8.0,41.0,1.0,27.0,46.0,6.0,86.0,9.0,20.0,0.0,0.0,0.0,104.0,6.0,24.0,20.0,93.0,3.29,72.0,2.0,7.0,6.0,4.0,2.0,8.0,0.28,8.0,0.0,0.0,0.0,0.0,0.0,1278.0,17.0,135.0,399.0,762.0,158.0,1278.0,86.0,38.0,44.2,37.0,43.0,828.0,5024.0,2218.0,80.0,55.0,30.0,66.0,52.0,956.0,226.0,38.0,2546.0,67.0,74.4,28.3,28.0,82.0,14.0,10.0,25.0,0.0,1.95,53.0,26.0,27.0,0.95,0.13,44.5,24.2,20.3,0.72,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,20.0,6.0,16.0,9.0,12.0,34.0,35.3,22.0,32.0,0.0,32.0,9.0,40.0,18.0,0.0,,,,,,,,,,,,,,,,711.0,954.0,74.5,11435.0,2972.0,377.0,439.0,85.9,275.0,357.0,77.0,43.0,87.0,49.4,7.0,4.1,0.9,41.0,45.0,48.0,10.0,101.0,8.0,72.0,21.0,29.2,2.55,0.74,0.11,0.38,15.9,0.0,0.0,0.0,0.1,0.8,0.8,FW
124.0,Leif Davis,eng ENG,DF,Ipswich Town,24.0,2000.0,33.0,32.0,2743.0,30.5,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,4.9,5.8,52.0,59.0,137.0,0.03,0.07,0.1,0.03,0.1,0.03,0.16,0.19,0.03,0.19,30.5,1284.0,970.0,307.0,61.0,3.0,5.0,161.0,166.0,80.0,56.0,13.0,0.0,919.0,7.0,23.0,0.0,27.0,31.0,5.0,161.0,25.0,27.0,0.0,2.0,0.0,113.0,34.0,23.0,59.6,93.0,3.05,46.0,39.0,3.0,3.0,1.0,1.0,4.0,0.13,3.0,0.0,1.0,0.0,0.0,0.0,1562.0,117.0,534.0,520.0,527.0,42.0,1562.0,38.0,13.0,34.2,18.0,47.4,708.0,3804.0,2073.0,52.0,31.0,11.0,37.0,16.0,835.0,137.0,33.0,2743.0,83.0,80.2,30.5,32.0,85.0,27.0,1.0,10.0,0.0,0.52,29.0,69.0,-40.0,-1.31,-0.51,29.2,59.4,-30.2,-0.99,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,27.0,33.0,9.0,4.0,30.0,48.0,62.5,18.0,25.0,8.0,17.0,25.0,71.0,77.0,3.0,,,,,,,,,,,,,,,,919.0,1284.0,71.6,15858.0,6353.0,430.0,499.0,86.2,396.0,509.0,77.8,79.0,213.0,37.1,2.0,4.7,-2.9,61.0,33.0,28.0,12.0,59.0,1.0,16.0,2.0,12.5,0.52,0.07,0.06,0.5,19.8,2.0,0.0,0.0,0.06,0.0,0.0,DF
